any;municipi;sexe;concepte;estat;valor
2018;Vilanova del Camí;dones;població;;6183
2018;Vilanova del Camí;total;població;;12361
2018;Vilanova del Vallès;homes;població;;2701
2018;Vilanova del Vallès;dones;població;;2638
2018;Vilanova del Vallès;total;població;;5339
2018;Vilanova i la Geltrú;homes;població;;32079
2018;Vilanova i la Geltrú;dones;població;;34195
2018;Vilanova i la Geltrú;total;població;;66274
2018;Vilaplana;homes;població;;299
2018;Vilaplana;dones;població;;280
2018;Vilaplana;total;població;;579
2018;Vila-rodona;homes;població;;655
2018;Vila-rodona;dones;població;;598
2018;Vila-rodona;total;població;;1253
2018;Vila-sacra;homes;població;;348
2018;Vila-sacra;dones;població;;361
2018;Vila-sacra;total;població;;709
2018;Vila-sana;homes;població;;358
2018;Vila-sana;dones;població;;359
2018;Vila-sana;total;població;;717
2018;Vila-seca;homes;població;;11083
2018;Vila-seca;dones;població;;11024
2018;Vila-seca;total;població;;22107
2018;Vilassar de Dalt;homes;població;;4435
2018;Vilassar de Dalt;dones;població;;4578
2018;Vilassar de Dalt;total;població;;9013
2018;Vilassar de Mar;homes;població;;10018
2018;Vilassar de Mar;dones;població;;10746
2018;Vilassar de Mar;total;població;;20764
2018;Vilaür;homes;població;;77
2018;Vilaür;dones;població;;70
2018;Vilaür;total;població;;147
2018;Vilaverd;homes;població;;237
2018;Vilaverd;dones;població;;219
2018;Vilaverd;total;població;;456
2018;Vilella Alta, la;homes;població;;74
2018;Vilella Alta, la;dones;població;;58
2018;Vilella Alta, la;total;població;;132
2018;Vilella Baixa, la;homes;població;;111
2018;Vilella Baixa, la;dones;població;;91
2018;Vilella Baixa, la;total;població;;202
2018;Vilobí d'Onyar;homes;població;;1660
2018;Vilobí d'Onyar;dones;població;;1536
2018;Vilobí d'Onyar;total;població;;3196
2018;Vilobí del Penedès;homes;població;;582
2018;Vilobí del Penedès;dones;població;;524
2018;Vilobí del Penedès;total;població;;1106
2018;Vilopriu;homes;població;;109
2018;Vilopriu;dones;població;;96
2018;Vilopriu;total;població;;205
2018;Vilosell, el;homes;població;;85
2018;Vilosell, el;dones;població;;83
2018;Vilosell, el;total;població;;168
2018;Vimbodí i Poblet;homes;població;;505
2018;Vimbodí i Poblet;dones;població;;412
2018;Vimbodí i Poblet;total;població;;917
2018;Vinaixa;homes;població;;252
2018;Vinaixa;dones;població;;230
2018;Vinaixa;total;població;;482
2018;Vinebre;homes;població;;222
2018;Vinebre;dones;població;;210
2018;Vinebre;total;població;;432
2018;Vinyols i els Arcs;homes;població;;1030
2018;Vinyols i els Arcs;dones;població;;944
2018;Vinyols i els Arcs;total;població;;1974
2018;Viver i Serrateix;homes;població;;86
2018;Viver i Serrateix;dones;població;;78
2018;Viver i Serrateix;total;població;;164
2018;Xerta;homes;població;;570
2018;Xerta;dones;població;;600
2018;Xerta;total;població;;1170
2018;Catalunya;homes;població;;3730326
2018;Catalunya;dones;població;;3869739
2018;Catalunya;total;població;;7600065
2019;Abella de la Conca;homes;població;;96
2019;Abella de la Conca;dones;població;;83
2019;Abella de la Conca;total;població;;179
2019;Abrera;homes;població;;6326
2019;Abrera;dones;població;;6163
2019;Abrera;total;població;;12489
2019;Àger;homes;població;;320
2019;Àger;dones;població;;268
2019;Àger;total;població;;588
2019;Agramunt;homes;població;;2689
2019;Agramunt;dones;població;;2682
2019;Agramunt;total;població;;5371
2019;Aguilar de Segarra;homes;població;;155
2019;Aguilar de Segarra;dones;població;;133
2019;Aguilar de Segarra;total;població;;288
2019;Agullana;homes;població;;411
2019;Agullana;dones;població;;420
2019;Agullana;total;població;;831
2019;Aiguafreda;homes;població;;1208
2019;Aiguafreda;dones;població;;1296
2019;Aiguafreda;total;població;;2504
2019;Aiguamúrcia;homes;població;;465
2019;Aiguamúrcia;dones;població;;436
2019;Aiguamúrcia;total;població;;901
2019;Aiguaviva;homes;població;;383
2019;Aiguaviva;dones;població;;373
2019;Aiguaviva;total;població;;756
2019;Aitona;homes;població;;1358
2019;Aitona;dones;població;;1233
2019;Aitona;total;població;;2591
2019;Alamús, els;homes;població;;412
2019;Alamús, els;dones;població;;407
2019;Alamús, els;total;població;;819
2019;Alàs i Cerc;homes;població;;171
2019;Alàs i Cerc;dones;població;;158
2019;Alàs i Cerc;total;població;;329
2019;Albagés, l';homes;població;;194
2019;Albagés, l';dones;població;;175
2019;Albagés, l';total;població;;369
2019;Albanyà;homes;població;;80
2019;Albanyà;dones;població;;77
2019;Albanyà;total;població;;157
2019;Albatàrrec;homes;població;;1150
2019;Albatàrrec;dones;població;;1071
2019;Albatàrrec;total;població;;2221
2019;Albesa;homes;població;;855
2019;Albesa;dones;població;;701
2019;Albesa;total;població;;1556
2019;Albi, l';homes;població;;389
2019;Albi, l';dones;població;;375
2019;Albi, l';total;població;;764
2019;Albinyana;homes;població;;1243
2019;Albinyana;dones;població;;1195
2019;Albinyana;total;població;;2438
2019;Albiol, l';homes;població;;253
2019;Albiol, l';dones;població;;232
2019;Albiol, l';total;població;;485
2019;Albons;homes;població;;401
2019;Albons;dones;població;;375
2019;Albons;total;població;;776
2019;Alcanar;homes;població;;4748
2019;Alcanar;dones;població;;4670
2019;Alcanar;total;població;;9418
2019;Alcanó;homes;població;;119
2019;Alcanó;dones;població;;116
2019;Alcanó;total;població;;235
2019;Alcarràs;homes;població;;4957
2019;Alcarràs;dones;població;;4557
2019;Alcarràs;total;població;;9514
2019;Alcoletge;homes;població;;1775
2019;Alcoletge;dones;població;;1645
2019;Alcoletge;total;població;;3420
2019;Alcover;homes;població;;2499
2019;Alcover;dones;població;;2565
2019;Alcover;total;població;;5064
2019;Aldea, l';homes;població;;2197
2019;Aldea, l';dones;població;;1963
2019;Aldea, l';total;població;;4160
2019;Aldover;homes;població;;445
2019;Aldover;dones;població;;437
2019;Aldover;total;població;;882
2019;Aleixar, l';homes;població;;450
2019;Aleixar, l';dones;població;;423
2019;Aleixar, l';total;població;;873
2019;Alella;homes;població;;4762
2019;Alella;dones;població;;5039
2019;Alella;total;població;;9801
2019;Alfara de Carles;homes;població;;199
2019;Alfara de Carles;dones;població;;178
2019;Alfara de Carles;total;població;;377
2019;Alfarràs;homes;població;;1459
2019;Alfarràs;dones;població;;1338
2019;Alfarràs;total;població;;2797
2019;Alfés;homes;població;;162
2019;Alfés;dones;població;;150
2019;Alfés;total;població;;312
2019;Alforja;homes;població;;921
2019;Alforja;dones;població;;880
2019;Alforja;total;població;;1801
2019;Algerri;homes;població;;206
2019;Algerri;dones;població;;180
2019;Algerri;total;població;;386
2019;Alguaire;homes;població;;1562
2019;Alguaire;dones;població;;1409
2019;Alguaire;total;població;;2971
2019;Alins;homes;població;;144
2019;Alins;dones;població;;132
2019;Alins;total;població;;276
2019;Alió;homes;població;;208
2019;Alió;dones;població;;231
2019;Alió;total;població;;439
2019;Almacelles;homes;població;;3584
2019;Almacelles;dones;població;;3207
2019;Almacelles;total;població;;6791
2019;Almatret;homes;població;;172
2019;Almatret;dones;població;;135
2019;Almatret;total;població;;307
2019;Almenar;homes;població;;1791
2019;Almenar;dones;població;;1607
2019;Almenar;total;població;;3398
2019;Almoster;homes;població;;680
2019;Almoster;dones;població;;671
2019;Almoster;total;població;;1351
2019;Alòs de Balaguer;homes;població;;74
2019;Alòs de Balaguer;dones;població;;56
2019;Alòs de Balaguer;total;població;;130
2019;Alp;homes;població;;828
2019;Alp;dones;població;;752
2019;Alp;total;població;;1580
2019;Alpens;homes;població;;144
2019;Alpens;dones;població;;122
2019;Alpens;total;població;;266
2019;Alpicat;homes;població;;3134
2019;Alpicat;dones;població;;3121
2019;Alpicat;total;població;;6255
2019;Alt Àneu;homes;població;;231
2019;Alt Àneu;dones;població;;174
2019;Alt Àneu;total;població;;405
2019;Altafulla;homes;població;;2555
2019;Altafulla;dones;població;;2688
2019;Altafulla;total;població;;5243
2019;Amer;homes;població;;1122
2019;Amer;dones;població;;1176
2019;Amer;total;població;;2298
2019;Ametlla de Mar, l';homes;població;;3384
2019;Ametlla de Mar, l';dones;població;;3403
2019;Ametlla de Mar, l';total;població;;6787
2019;Ametlla del Vallès, l';homes;població;;4277
2019;Ametlla del Vallès, l';dones;població;;4185
2019;Ametlla del Vallès, l';total;població;;8462
2019;Ampolla, l';homes;població;;1631
2019;Ampolla, l';dones;població;;1574
2019;Ampolla, l';total;població;;3205
2019;Amposta;homes;població;;10449
2019;Amposta;dones;població;;10289
2019;Amposta;total;població;;20738
2019;Anglès;homes;població;;2780
2019;Anglès;dones;població;;2819
2019;Anglès;total;població;;5599
2019;Anglesola;homes;població;;682
2019;Anglesola;dones;població;;681
2019;Anglesola;total;població;;1363
2019;Arbeca;homes;població;;1100
2019;Arbeca;dones;població;;1044
2019;Arbeca;total;població;;2144
2019;Arboç, l';homes;població;;2852
2019;Arboç, l';dones;població;;2665
2019;Arboç, l';total;població;;5517
2019;Arbolí;homes;població;;79
2019;Arbolí;dones;població;;58
2019;Arbolí;total;població;;137
2019;Arbúcies;homes;població;;3390
2019;Arbúcies;dones;població;;3166
2019;Arbúcies;total;població;;6556
2019;Arenys de Mar;homes;població;;7683
2019;Arenys de Mar;dones;població;;8093
2019;Arenys de Mar;total;població;;15776
2019;Arenys de Munt;homes;població;;4483
2019;Arenys de Munt;dones;població;;4448
2019;Arenys de Munt;total;població;;8931
2019;Argelaguer;homes;població;;205
2019;Argelaguer;dones;població;;192
2019;Argelaguer;total;població;;397
2019;Argençola;homes;població;;110
2019;Argençola;dones;població;;107
2019;Argençola;total;població;;217
2019;Argentera, l';homes;població;;70
2019;Argentera, l';dones;població;;54
2019;Argentera, l';total;població;;124
2019;Argentona;homes;població;;6132
2019;Argentona;dones;població;;6320
2019;Argentona;total;població;;12452
2019;Armentera, l';homes;població;;461
2019;Armentera, l';dones;població;;469
2019;Armentera, l';total;població;;930
2019;Arnes;homes;població;;224
2019;Arnes;dones;població;;231
2019;Arnes;total;població;;455
2019;Arres;homes;població;;42
2019;Arres;dones;població;;23
2019;Arres;total;població;;65
2019;Arsèguel;homes;població;;48
2019;Arsèguel;dones;població;;36
2019;Arsèguel;total;població;;84
2019;Artés;homes;població;;2868
2019;Artés;dones;població;;2830
2019;Artés;total;població;;5698
2019;Artesa de Lleida;homes;població;;789
2019;Artesa de Lleida;dones;població;;715
2019;Artesa de Lleida;total;població;;1504
2019;Artesa de Segre;homes;població;;1766
2019;Artesa de Segre;dones;població;;1666
2019;Artesa de Segre;total;població;;3432
2019;Ascó;homes;població;;856
2019;Ascó;dones;població;;804
2019;Ascó;total;població;;1660
2019;Aspa;homes;població;;113
2019;Aspa;dones;població;;111
2019;Aspa;total;població;;224
2019;Avellanes i Santa Linya, les;homes;població;;259
2019;Avellanes i Santa Linya, les;dones;població;;190
2019;Avellanes i Santa Linya, les;total;població;;449
2019;Avià;homes;població;;1121
2019;Avià;dones;població;;1105
2019;Avià;total;població;;2226
2019;Avinyó;homes;població;;1127
2019;Avinyó;dones;població;;1148
2019;Avinyó;total;població;;2275
2019;Avinyonet de Puigventós;homes;població;;796
2019;Avinyonet de Puigventós;dones;població;;814
2019;Avinyonet de Puigventós;total;població;;1610
2019;Avinyonet del Penedès;homes;població;;903
2019;Avinyonet del Penedès;dones;població;;798
2019;Avinyonet del Penedès;total;població;;1701
2019;Badalona;homes;població;;108509
2019;Badalona;dones;població;;111931
2019;Badalona;total;població;;220440
2019;Badia del Vallès;homes;població;;6567
2019;Badia del Vallès;dones;població;;6813
2019;Badia del Vallès;total;població;;13380
2019;Bagà;homes;població;;1064
2019;Bagà;dones;població;;1074
2019;Bagà;total;població;;2138
2019;Baix Pallars;homes;població;;182
2019;Baix Pallars;dones;població;;153
2019;Baix Pallars;total;població;;335
2019;Balaguer;homes;població;;8746
2019;Balaguer;dones;població;;8416
2019;Balaguer;total;població;;17162
2019;Balenyà;homes;població;;1928
2019;Balenyà;dones;població;;1893
2019;Balenyà;total;població;;3821
2019;Balsareny;homes;població;;1562
2019;Balsareny;dones;població;;1597
2019;Balsareny;total;població;;3159
2019;Banyeres del Penedès;homes;població;;1612
2019;Banyeres del Penedès;dones;població;;1558
2019;Banyeres del Penedès;total;població;;3170
2019;Banyoles;homes;població;;9873
2019;Banyoles;dones;població;;9953
2019;Banyoles;total;població;;19826
2019;Barbens;homes;població;;467
2019;Barbens;dones;població;;411
2019;Barbens;total;població;;878
2019;Barberà de la Conca;homes;població;;257
2019;Barberà de la Conca;dones;població;;216
2019;Barberà de la Conca;total;població;;473
2019;Barberà del Vallès;homes;població;;16300
2019;Barberà del Vallès;dones;població;;16791
2019;Barberà del Vallès;total;població;;33091
2019;Barcelona;homes;població;;775619
2019;Barcelona;dones;població;;861143
2019;Barcelona;total;població;;1636762
2019;Baronia de Rialb, la;homes;població;;121
2019;Baronia de Rialb, la;dones;població;;116
2019;Baronia de Rialb, la;total;població;;237
2019;Bàscara;homes;població;;520
2019;Bàscara;dones;població;;484
2019;Bàscara;total;població;;1004
2019;Bassella;homes;població;;112
2019;Bassella;dones;població;;112
2019;Bassella;total;població;;224
2019;Batea;homes;població;;944
2019;Batea;dones;població;;946
2019;Batea;total;població;;1890
2019;Bausen;homes;població;;30
2019;Bausen;dones;població;;28
2019;Bausen;total;població;;58
2019;Begues;homes;població;;3528
2019;Begues;dones;població;;3570
2019;Begues;total;població;;7098
2019;Begur;homes;població;;1964
2019;Begur;dones;població;;1961
2019;Begur;total;població;;3925
2019;Belianes;homes;població;;269
2019;Belianes;dones;població;;256
2019;Belianes;total;població;;525
2019;Bellaguarda;homes;població;;152
2019;Bellaguarda;dones;població;;135
2019;Bellaguarda;total;població;;287
2019;Bellcaire d'Empordà;homes;població;;336
2019;Bellcaire d'Empordà;dones;població;;357
2019;Bellcaire d'Empordà;total;població;;693
2019;Bellcaire d'Urgell;homes;població;;627
2019;Bellcaire d'Urgell;dones;població;;603
2019;Bellcaire d'Urgell;total;població;;1230
2019;Bell-lloc d'Urgell;homes;població;;1139
2019;Bell-lloc d'Urgell;dones;població;;1176
2019;Bell-lloc d'Urgell;total;població;;2315
2019;Bellmunt d'Urgell;homes;població;;89
2019;Bellmunt d'Urgell;dones;població;;96
2019;Bellmunt d'Urgell;total;població;;185
2019;Bellmunt del Priorat;homes;població;;145
2019;Bellmunt del Priorat;dones;població;;135
2019;Bellmunt del Priorat;total;població;;280
2019;Bellprat;homes;població;;41
2019;Bellprat;dones;població;;23
2019;Bellprat;total;població;;64
2019;Bellpuig;homes;població;;2705
2019;Bellpuig;dones;població;;2428
2019;Bellpuig;total;població;;5133
2019;Bellvei;homes;població;;1132
2019;Bellvei;dones;població;;1071
2019;Bellvei;total;població;;2203
2019;Bellver de Cerdanya;homes;població;;1009
2019;Bellver de Cerdanya;dones;població;;928
2019;Bellver de Cerdanya;total;població;;1937
2019;Bellvís;homes;població;;1149
2019;Bellvís;dones;població;;1106
2019;Bellvís;total;població;;2255
2019;Benavent de Segrià;homes;població;;781
2019;Benavent de Segrià;dones;població;;718
2019;Benavent de Segrià;total;població;;1499
2019;Benifallet;homes;població;;348
2019;Benifallet;dones;població;;391
2019;Benifallet;total;població;;739
2019;Benissanet;homes;població;;646
2019;Benissanet;dones;població;;515
2019;Benissanet;total;població;;1161
2019;Berga;homes;població;;8166
2019;Berga;dones;població;;8328
2019;Berga;total;població;;16494
2019;Besalú;homes;població;;1170
2019;Besalú;dones;població;;1322
2019;Besalú;total;població;;2492
2019;Bescanó;homes;població;;2505
2019;Bescanó;dones;població;;2455
2019;Bescanó;total;població;;4960
2019;Beuda;homes;població;;100
2019;Beuda;dones;població;;90
2019;Beuda;total;població;;190
2019;Bigues i Riells del Fai;homes;població;;4645
2019;Bigues i Riells del Fai;dones;població;;4447
2019;Bigues i Riells del Fai;total;població;;9092
2019;Biosca;homes;població;;94
2019;Biosca;dones;població;;82
2019;Biosca;total;població;;176
2019;Bisbal d'Empordà, la;homes;població;;5446
2019;Bisbal d'Empordà, la;dones;població;;5528
2019;Bisbal d'Empordà, la;total;població;;10974
2019;Bisbal de Montsant, la;homes;població;;116
2019;Bisbal de Montsant, la;dones;població;;100
2019;Bisbal de Montsant, la;total;població;;216
2019;Bisbal del Penedès, la;homes;població;;1862
2019;Bisbal del Penedès, la;dones;població;;1666
2019;Bisbal del Penedès, la;total;població;;3528
2019;Biure;homes;població;;118
2019;Biure;dones;població;;114
2019;Biure;total;població;;232
2019;Blancafort;homes;població;;198
2019;Blancafort;dones;població;;191
2019;Blancafort;total;població;;389
2019;Blanes;homes;població;;19356
2019;Blanes;dones;població;;19672
2019;Blanes;total;població;;39028
2019;Boadella i les Escaules;homes;població;;130
2019;Boadella i les Escaules;dones;població;;122
2019;Boadella i les Escaules;total;població;;252
2019;Bolvir;homes;població;;191
2019;Bolvir;dones;població;;178
2019;Bolvir;total;població;;369
2019;Bonastre;homes;població;;357
2019;Bonastre;dones;població;;331
2019;Bonastre;total;població;;688
2019;Bòrdes, Es;homes;població;;144
2019;Bòrdes, Es;dones;població;;115
2019;Bòrdes, Es;total;població;;259
2019;Bordils;homes;població;;887
2019;Bordils;dones;població;;892
2019;Bordils;total;població;;1779
2019;Borges Blanques, les;homes;població;;3105
2019;Borges Blanques, les;dones;població;;2982
2019;Borges Blanques, les;total;població;;6087
2019;Borges del Camp, les;homes;població;;1050
2019;Borges del Camp, les;dones;població;;987
2019;Borges del Camp, les;total;població;;2037
2019;Borrassà;homes;població;;374
2019;Borrassà;dones;població;;340
2019;Borrassà;total;població;;714
2019;Borredà;homes;població;;253
2019;Borredà;dones;població;;192
2019;Borredà;total;població;;445
2019;Bossòst;homes;població;;542
2019;Bossòst;dones;població;;567
2019;Bossòst;total;població;;1109
2019;Bot;homes;població;;295
2019;Bot;dones;població;;278
2019;Bot;total;població;;573
2019;Botarell;homes;població;;549
2019;Botarell;dones;població;;519
2019;Botarell;total;població;;1068
2019;Bovera;homes;població;;133
2019;Bovera;dones;població;;114
2019;Bovera;total;població;;247
2019;Bràfim;homes;població;;357
2019;Bràfim;dones;població;;335
2019;Bràfim;total;població;;692
2019;Breda;homes;població;;1836
2019;Breda;dones;població;;1904
2019;Breda;total;població;;3740
2019;Bruc, el;homes;població;;1107
2019;Bruc, el;dones;població;;943
2019;Bruc, el;total;població;;2050
2019;Brull, el;homes;població;;145
2019;Brull, el;dones;població;;118
2019;Brull, el;total;població;;263
2019;Brunyola i Sant Martí Sapresa;homes;població;;195
2019;Brunyola i Sant Martí Sapresa;dones;població;;188
2019;Brunyola i Sant Martí Sapresa;total;població;;383
2019;Cabacés;homes;població;;155
2019;Cabacés;dones;població;;143
2019;Cabacés;total;població;;298
2019;Cabanabona;homes;població;;36
2019;Cabanabona;dones;població;;39
2019;Cabanabona;total;població;;75
2019;Cabanelles;homes;població;;154
2019;Cabanelles;dones;població;;125
2019;Cabanelles;total;població;;279
2019;Cabanes;homes;població;;500
2019;Cabanes;dones;població;;448
2019;Cabanes;total;població;;948
2019;Cabanyes, les;homes;població;;488
2019;Cabanyes, les;dones;població;;476
2019;Cabanyes, les;total;població;;964
2019;Cabó;homes;població;;49
2019;Cabó;dones;població;;43
2019;Cabó;total;població;;92
2019;Cabra del Camp;homes;població;;608
2019;Cabra del Camp;dones;població;;555
2019;Cabra del Camp;total;població;;1163
2019;Cabrera d'Anoia;homes;població;;769
2019;Cabrera d'Anoia;dones;població;;641
2019;Cabrera d'Anoia;total;població;;1410
2019;Cabrera de Mar;homes;població;;2348
2019;Cabrera de Mar;dones;població;;2332
2019;Cabrera de Mar;total;població;;4680
2019;Cabrils;homes;població;;3682
2019;Cabrils;dones;població;;3757
2019;Cabrils;total;població;;7439
2019;Cadaqués;homes;població;;1322
2019;Cadaqués;dones;població;;1390
2019;Cadaqués;total;població;;2712
2019;Calaf;homes;població;;1775
2019;Calaf;dones;població;;1760
2019;Calaf;total;població;;3535
2019;Calafell;homes;població;;13362
2019;Calafell;dones;població;;13176
2019;Calafell;total;població;;26538
2019;Calders;homes;població;;499
2019;Calders;dones;població;;471
2019;Calders;total;població;;970
2019;Caldes d'Estrac;homes;població;;1426
2019;Caldes d'Estrac;dones;població;;1556
2019;Caldes d'Estrac;total;població;;2982
2019;Caldes de Malavella;homes;població;;3828
2019;Caldes de Malavella;dones;població;;3813
2019;Caldes de Malavella;total;població;;7641
2019;Caldes de Montbui;homes;població;;8745
2019;Caldes de Montbui;dones;població;;8809
2019;Caldes de Montbui;total;població;;17554
2019;Calella;homes;població;;9339
2019;Calella;dones;població;;9730
2019;Calella;total;població;;19069
2019;Calldetenes;homes;població;;1259
2019;Calldetenes;dones;població;;1230
2019;Calldetenes;total;població;;2489
2019;Callús;homes;població;;1061
2019;Callús;dones;població;;1079
2019;Callús;total;població;;2140
2019;Calonge de Segarra;homes;població;;92
2019;Calonge de Segarra;dones;població;;96
2019;Calonge de Segarra;total;població;;188
2019;Calonge i Sant Antoni;homes;població;;5571
2019;Calonge i Sant Antoni;dones;població;;5521
2019;Calonge i Sant Antoni;total;població;;11092
2019;Camarasa;homes;població;;410
2019;Camarasa;dones;població;;407
2019;Camarasa;total;població;;817
2019;Camarles;homes;població;;1638
2019;Camarles;dones;població;;1586
2019;Camarles;total;població;;3224
2019;Cambrils;homes;població;;16553
2019;Cambrils;dones;població;;17345
2019;Cambrils;total;població;;33898
2019;Camós;homes;població;;341
2019;Camós;dones;població;;352
2019;Camós;total;població;;693
2019;Campdevànol;homes;població;;1566
2019;Campdevànol;dones;població;;1657
2019;Campdevànol;total;població;;3223
2019;Campelles;homes;població;;71
2019;Campelles;dones;població;;68
2019;Campelles;total;població;;139
2019;Campins;homes;població;;277
2019;Campins;dones;població;;252
2019;Campins;total;població;;529
2019;Campllong;homes;població;;272
2019;Campllong;dones;població;;275
2019;Campllong;total;població;;547
2019;Camprodon;homes;població;;1117
2019;Camprodon;dones;població;;1164
2019;Camprodon;total;població;;2281
2019;Canejan;homes;població;;57
2019;Canejan;dones;població;;50
2019;Canejan;total;població;;107
2019;Canet d'Adri;homes;població;;371
2019;Canet d'Adri;dones;població;;352
2019;Canet d'Adri;total;població;;723
2019;Canet de Mar;homes;població;;7068
2019;Canet de Mar;dones;població;;7458
2019;Canet de Mar;total;població;;14526
2019;Canonja, la;homes;població;;2892
2019;Canonja, la;dones;població;;3001
2019;Canonja, la;total;població;;5893
2019;Canovelles;homes;població;;8613
2019;Canovelles;dones;població;;8016
2019;Canovelles;total;població;;16629
2019;Cànoves i Samalús;homes;població;;1581
2019;Cànoves i Samalús;dones;població;;1536
2019;Cànoves i Samalús;total;població;;3117
2019;Cantallops;homes;població;;153
2019;Cantallops;dones;població;;160
2019;Cantallops;total;població;;313
2019;Canyelles;homes;població;;2414
2019;Canyelles;dones;població;;2233
2019;Canyelles;total;població;;4647
2019;Capafonts;homes;població;;62
2019;Capafonts;dones;població;;59
2019;Capafonts;total;població;;121
2019;Capçanes;homes;població;;202
2019;Capçanes;dones;població;;196
2019;Capçanes;total;població;;398
2019;Capellades;homes;població;;2636
2019;Capellades;dones;població;;2657
2019;Capellades;total;població;;5293
2019;Capmany;homes;població;;307
2019;Capmany;dones;població;;306
2019;Capmany;total;població;;613
2019;Capolat;homes;població;;44
2019;Capolat;dones;població;;50
2019;Capolat;total;població;;94
2019;Cardedeu;homes;població;;8957
2019;Cardedeu;dones;població;;9400
2019;Cardedeu;total;població;;18357
2019;Cardona;homes;població;;2273
2019;Cardona;dones;població;;2363
2019;Cardona;total;població;;4636
2019;Carme;homes;població;;396
2019;Carme;dones;població;;369
2019;Carme;total;població;;765
2019;Caseres;homes;població;;129
2019;Caseres;dones;població;;130
2019;Caseres;total;població;;259
2019;Cassà de la Selva;homes;població;;5301
2019;Cassà de la Selva;dones;població;;5079
2019;Cassà de la Selva;total;població;;10380
2019;Casserres;homes;població;;813
2019;Casserres;dones;població;;795
2019;Casserres;total;població;;1608
2019;Castell d'Aro, Platja d'Aro i s'Agaró;homes;població;;5357
2019;Castell d'Aro, Platja d'Aro i s'Agaró;dones;població;;5503
2019;Castell d'Aro, Platja d'Aro i s'Agaró;total;població;;10860
2019;Castell de l'Areny;homes;població;;38
2019;Castell de l'Areny;dones;població;;30
2019;Castell de l'Areny;total;població;;68
2019;Castell de Mur;homes;població;;104
2019;Castell de Mur;dones;població;;79
2019;Castell de Mur;total;població;;183
2019;Castellar de la Ribera;homes;població;;67
2019;Castellar de la Ribera;dones;població;;67
2019;Castellar de la Ribera;total;població;;134
2019;Castellar de n'Hug;homes;població;;85
2019;Castellar de n'Hug;dones;població;;74
2019;Castellar de n'Hug;total;població;;159
2019;Castellar del Riu;homes;població;;94
2019;Castellar del Riu;dones;població;;75
2019;Castellar del Riu;total;població;;169
2019;Castellar del Vallès;homes;població;;11948
2019;Castellar del Vallès;dones;població;;12239
2019;Castellar del Vallès;total;població;;24187
2019;Castellbell i el Vilar;homes;població;;1863
2019;Castellbell i el Vilar;dones;població;;1784
2019;Castellbell i el Vilar;total;població;;3647
2019;Castellbisbal;homes;població;;6238
2019;Castellbisbal;dones;població;;6152
2019;Castellbisbal;total;població;;12390
2019;Castellcir;homes;població;;392
2019;Castellcir;dones;població;;360
2019;Castellcir;total;població;;752
2019;Castelldans;homes;població;;511
2019;Castelldans;dones;població;;449
2019;Castelldans;total;població;;960
2019;Castelldefels;homes;població;;33018
2019;Castelldefels;dones;població;;33986
2019;Castelldefels;total;població;;67004
2019;Castellet i la Gornal;homes;població;;1180
2019;Castellet i la Gornal;dones;població;;1112
2019;Castellet i la Gornal;total;població;;2292
2019;Castellfollit de la Roca;homes;població;;493
2019;Castellfollit de la Roca;dones;població;;468
2019;Castellfollit de la Roca;total;població;;961
2019;Castellfollit de Riubregós;homes;població;;86
2019;Castellfollit de Riubregós;dones;població;;65
2019;Castellfollit de Riubregós;total;població;;151
2019;Castellfollit del Boix;homes;població;;222
2019;Castellfollit del Boix;dones;població;;214
2019;Castellfollit del Boix;total;població;;436
2019;Castellgalí;homes;població;;1062
2019;Castellgalí;dones;població;;1000
2019;Castellgalí;total;població;;2062
2019;Castellnou de Bages;homes;població;;732
2019;Castellnou de Bages;dones;població;;665
2019;Castellnou de Bages;total;població;;1397
2019;Castellnou de Seana;homes;població;;361
2019;Castellnou de Seana;dones;població;;322
2019;Castellnou de Seana;total;població;;683
2019;Castelló d'Empúries;homes;població;;5508
2019;Castelló d'Empúries;dones;població;;5398
2019;Castelló d'Empúries;total;població;;10906
2019;Castelló de Farfanya;homes;població;;288
2019;Castelló de Farfanya;dones;població;;248
2019;Castelló de Farfanya;total;població;;536
2019;Castellolí;homes;població;;302
2019;Castellolí;dones;població;;317
2019;Castellolí;total;població;;619
2019;Castellserà;homes;població;;506
2019;Castellserà;dones;població;;497
2019;Castellserà;total;població;;1003
2019;Castellterçol;homes;població;;1236
2019;Castellterçol;dones;població;;1227
2019;Castellterçol;total;població;;2463
2019;Castellvell del Camp;homes;població;;1438
2019;Castellvell del Camp;dones;població;;1419
2019;Castellvell del Camp;total;població;;2857
2019;Castellví de la Marca;homes;població;;771
2019;Castellví de la Marca;dones;població;;764
2019;Castellví de la Marca;total;població;;1535
2019;Castellví de Rosanes;homes;població;;931
2019;Castellví de Rosanes;dones;població;;953
2019;Castellví de Rosanes;total;població;;1884
2019;Catllar, el;homes;població;;2309
2019;Catllar, el;dones;població;;2142
2019;Catllar, el;total;població;;4451
2019;Cava;homes;població;;29
2019;Cava;dones;població;;18
2019;Cava;total;població;;47
2019;Cellera de Ter, la;homes;població;;965
2019;Cellera de Ter, la;dones;població;;981
2019;Cellera de Ter, la;total;població;;1946
2019;Celrà;homes;població;;2722
2019;Celrà;dones;població;;2730
2019;Celrà;total;població;;5452
2019;Centelles;homes;població;;3630
2019;Centelles;dones;població;;3774
2019;Centelles;total;població;;7404
2019;Cercs;homes;població;;577
